school,thk,prethk,cc,gprethk,d,d2,d3,d4,d5
515,1,3,0,2.1678831577301025,0,0,2,3,4
515,4,2,0,2.1678831577301025,3,3,1,1,2
515,1,1,0,2.1678831577301025,3,2,2,2,1
515,3,2,0,2.1678831577301025,2,3,4,3,1
515,3,3,0,2.1678831577301025,3,1,2,2,3
515,4,3,0,2.1678831577301025,1,2,2,2,3
515,2,3,0,2.1678831577301025,2,2,2,1,4
515,3,2,0,2.1678831577301025,3,4,4,0,1
515,3,3,0,2.1678831577301025,1,2,2,2,3
515,4,2,0,2.1678831577301025,2,1,2,0,2
515,2,1,0,2.1678831577301025,2,2,3,1,1
515,4,0,0,2.1678831577301025,3,1,1,3,4
515,2,3,0,2.1678831577301025,2,4,1,2,1
515,4,4,0,2.1678831577301025,1,1,2,1,3
515,4,3,0,2.1678831577301025,0,0,4,2,2
515,1,3,0,2.1678831577301025,2,3,3,2,4
515,3,2,0,2.1678831577301025,4,3,0,2,2
515,4,0,0,2.1678831577301025,2,2,2,2,2
515,3,2,0,2.1678831577301025,2,2,1,3,0
515,4,4,0,2.1678831577301025,2,1,1,3,1
515,3,4,0,2.1678831577301025,3,2,3,2,3
515,4,1,0,2.1678831577301025,1,2,0,2,2
515,1,1,0,2.1678831577301025,2,0,0,2,2
515,3,3,0,2.1678831577301025,2,3,0,2,2
515,1,1,0,2.1678831577301025,2,2,4,1,2
515,4,2,0,2.1678831577301025,1,4,2,2,0
515,2,2,0,2.1678831577301025,2,3,1,2,4
515,1,1,0,2.1678831577301025,1,2,1,2,1
515,1,4,0,2.1678831577301025,2,1,2,4,2
515,1,3,0,2.1678831577301025,3,4,2,3,0
515,2,1,0,2.1678831577301025,3,0,2,2,3
515,1,1,0,2.1678831577301025,4,2,2,3,1
515,2,4,0,2.1678831577301025,1,2,3,4,3
515,2,2,0,2.1678831577301025,2,4,1,1,3
515,3,3,0,2.1678831577301025,2,2,3,2,1
